Date,Open,High,Low,Close,SMAVG5,SMAVG10,SMAVG30,Volume
2005-04-15,1119.56,1129.49,1081.93,1082.4,1111.46,1130.21,1116.19,432200000
2005-04-22,1082.88,1101.57,1075.07,1095.42,1105.12,1125.08,1117.44,460870016
2005-04-29,1095.18,1103.94,1079.33,1096.6,1101.9,1120.51,1118.03,391470016
2005-05-06,1095.89,1119.08,1093.76,1108.67,1100.67,1116.23,1119.38,392390016
2005-05-13,1109.85,1117.66,1085.48,1094.95,1095.61,1109.4,1120.72,392070016
2005-05-20,1094.95,1129.26,1093.05,1126.66,1104.46,1107.96,1123.5,298100000
2005-05-27,1127.13,1136.36,1122.87,1136.12,1112.6,1108.86,1125.5,218980000
2005-06-03,1135.88,1142.51,1127.84,1134.46,1120.17,1111.04,1126.27,216360000
2005-06-10,1134.23,1145.11,1127.62,1134.93,1125.42,1113.05,1126.57,246720000
2005-06-17,1134.93,1154.96,1130.92,1150.48,1136.53,1116.07,1127.72,237820000
2005-06-24,1150.48,1154.72,1124.79,1127.15,1136.63,1120.54,1127.83,250990000
2005-07-01,1126.91,1139.4,1124.09,1131.16,1135.63,1124.12,1127.8,248930000
2005-07-08,1131.16,1147.42,1103.58,1146.71,1138.08,1129.13,1128.28,273440000
2005-07-15,1146.71,1166.5,1145.77,1160.61,1143.22,1134.32,1129.02,264150000
2005-07-22,1159.91,1174.52,1153.78,1166.03,1146.33,1141.43,1129.51,342710016
2005-07-29,1165.8,1177.11,1159.91,1165.8,1154.06,1145.34,1129.93,256610000
2005-08-05,1168.15,1176.87,1156.84,1159.2,1159.67,1147.65,1131,231140000
2005-08-12,1159.2,1173.81,1154.01,1160.38,1162.4,1150.24,1132.19,282590016
2005-08-19,1160.14,1167.92,1146.94,1153.54,1160.99,1152.11,1133.64,264520000
2005-08-26,1153.07,1160.38,1135.63,1136.81,1155.15,1150.74,1134.33,303460000
2005-09-02,1134.45,1158.26,1125.5,1149.77,1151.94,1153,1134.58,355790016
2005-09-09,1149.54,1172.35,1149.3,1170.71,1154.24,1156.96,1135.38,182220000
2005-09-16,1170.95,1173.06,1154.07,1164.85,1155.14,1158.77,1136.14,295800000
2005-09-23,1165.09,1165.56,1135.32,1144.46,1153.32,1157.16,1135.9,376870016
2005-09-30,1147.74,1158.99,1140.24,1157.35,1157.43,1156.29,1135.71,309769984
2005-10-07,1158.29,1161.81,1111.87,1125.24,1152.52,1152.23,1135.18,434750016
2005-10-14,1124.77,1129.46,1098.75,1115.86,1141.55,1147.9,1134.8,416590016
2005-10-21,1115.62,1126.17,1100.62,1110,1130.58,1142.86,1134.71,489270016
2005-10-28,1110,1132.03,1106.01,1125,1126.69,1140.01,1135.05,373390016
2005-11-04,1125,1151.26,1124.77,1145.86,1124.39,1140.91,1135.91,365900000
2005-11-11,1146.33,1161.57,1141.41,1160.87,1131.52,1142.02,1138.52,260620000
2005-11-18,1160.87,1174.23,1151.96,1172.35,1142.82,1142.18,1141.09,293980000
2005-11-25,1172.35,1193.69,1170.71,1190.87,1158.99,1144.79,1144.23,182590000
2005-12-02,1190.64,1193.69,1172.59,1187.12,1171.42,1149.05,1146.84,274660000
2005-12-09,1187.12,1195.09,1173.33,1181.02,1178.45,1151.42,1149.71,297500000
